10,106b6efa
3490774,30420020
3490778,50400010
349077c,26420001
3490780,8ee200a4
3490784,3c030040
3490788,431024
349078c,5040000b
3490790,26420001
3490794,2402000c
3490798,afa20018
349079c,afa20014
34907a0,afb30010
34907a4,3c03825
34907a8,3025
34907ac,8fa5007c
34907b0,c106421
34907b4,2002025
34907b8,26420001
34907bc,2664000d
34907c0,1632ffe3
34907c4,809825
34907c8,26a20026
34907cc,3042ffff
34907d0,40f025
34907d4,24070001
34907d8,24060010
34907dc,3c058043
34907e0,24a5fcd8
34907e4,c1061d6
34907e8,2002025
34907ec,2c09825
34907f0,9025
34907f4,3c028043
34907f8,2442f73c
34907fc,40a025
3490800,3c028011
3490804,3442a5d0
3490808,40b825
349080c,3c028043
3490810,2442fcd8
3490814,10000002
3490818,afa2007c
349081c,409025
3490820,2a42000c
3490824,38420001
3490828,521021
349082c,21840
3490830,621821
3490834,31900
3490838,741821
349083c,90630001
3490840,30630010
3490844,50600016
3490848,26420001
349084c,21840
3490850,621021
3490854,21100
3490858,541021
349085c,90420000
3490860,2e21021
3490864,904200a8
3490868,21082
349086c,30420001
3490870,5040000b
3490874,26420001
3490878,2402000c
349087c,afa20018
3490880,afa20014
3490884,afb30010
3490888,3c03825
349088c,3025
3490890,8fa5007c
3490894,c106421
3490898,2002025
349089c,26420001
34908a0,2664000d
34908a4,1632ffdd
34908a8,809825
34908ac,26a20033
34908b0,3042ffff
34908b4,40f025
34908b8,24070001
34908bc,2406000f
34908c0,3c058043
34908c4,24a5fcd8
34908c8,c1061d6
34908cc,2002025
34908d0,2c09825
34908d4,9025
34908d8,3c028043
34908dc,2442f73c
34908e0,40a025
34908e4,3c028011
34908e8,3442a5d0
34908ec,40b825
34908f0,3c028043
34908f4,2442fcd8
34908f8,10000002
34908fc,afa2007c
3490900,409025
3490904,2a42000c
3490908,38420001
349090c,521021
3490910,21840
3490914,621821
3490918,31900
349091c,741821
3490920,90630001
3490924,30630010
3490928,50600016
349092c,26420001
3490930,21840
3490934,621021
3490938,21100
349093c,541021
3490940,90420000
3490944,2e21021
3490948,904200a8
349094c,21042
3490950,30420001
3490954,5040000b
3490958,26420001
349095c,2402000c
3490960,afa20018
3490964,afa20014
3490968,afb30010
349096c,3c03825
3490970,3025
3490974,8fa5007c
3490978,c106421
349097c,2002025
3490980,26420001
3490984,2664000d
3490988,1632ffdd
349098c,809825
3490990,26a20040
3490994,3042ffff
3490998,40f025
349099c,24070001
34909a0,2406000b
34909a4,3c058043
34909a8,24a5fcd8
34909ac,c1061d6
34909b0,2002025
34909b4,2c09825
34909b8,9025
34909bc,3c028043
34909c0,2442f73c
34909c4,40a025
34909c8,3c028011
34909cc,3442a5d0
34909d0,10000002
34909d4,40b825
34909d8,409025
34909dc,2a42000c
34909e0,38420001
34909e4,521021
34909e8,21840
34909ec,621821
34909f0,31900
34909f4,2831821
34909f8,90640002
34909fc,50800016
3490a00,26420001
3490a04,21840
3490a08,621021
3490a0c,21100
3490a10,541021
3490a14,90420000
3490a18,38420003
3490a1c,2e21021
3490a20,90420e9c
3490a24,5444000c
3490a28,26420001
3490a2c,2402000c
3490a30,afa20018
3490a34,afa20014
3490a38,afb30010
3490a3c,3c03825
3490a40,3025
3490a44,3c058043
3490a48,24a5fcd8
3490a4c,c106421
3490a50,2002025
3490a54,26420001
3490a58,2664000d
3490a5c,1632ffde
3490a60,809825
3490a64,26a2004d
3490a68,3042ffff
3490a6c,40b825
3490a70,8fa2008c
3490a74,50400047
3490a78,3c028040
3490a7c,8fa20078
3490a80,409025
3490a84,8825
3490a88,3c028040
3490a8c,40a025
3490a90,3c028043
3490a94,2442f73c
3490a98,409825
3490a9c,3c028040
3490aa0,244222e6
3490aa4,40f025
3490aa8,3c028043
3490aac,2442a060
3490ab0,afa2007c
3490ab4,3c028043
3490ab8,afa20080
3490abc,2a22000c
3490ac0,38420001
3490ac4,8e8322c4
3490ac8,10600015
3490acc,511021
3490ad0,21840
3490ad4,621821
3490ad8,31900
3490adc,731821
3490ae0,90630001
3490ae4,30630010
3490ae8,1060000e
3490aec,21840
3490af0,621821
3490af4,31900
3490af8,731821
3490afc,90640000
3490b00,3c038011
3490b04,3463a5d0
3490b08,641821
3490b0c,906300a8
3490b10,31882
3490b14,30630001
3490b18,50600015
3490b1c,26310001
3490b20,21840
3490b24,621021
3490b28,21100
3490b2c,531021
3490b30,90420000
3490b34,5e1021
3490b38,90420000
3490b3c,10400003
3490b40,8fa5007c
3490b44,8fa20080
3490b48,2445a05c
3490b4c,2402000b
3490b50,afa20014
3490b54,24020006
3490b58,afa20010
3490b5c,2403825
3490b60,2e03025
3490b64,c109a4a
3490b68,2002025
3490b6c,26310001
3490b70,2642000d
3490b74,409025
3490b78,2402000d
3490b7c,5622ffd0
3490b80,2a22000c
3490b84,26a20072
3490b88,3042ffff
3490b8c,40b825
3490b90,3c028040
3490b94,90422267
3490b98,50400718
3490b9c,3c028045
3490ba0,24070001
3490ba4,24060001
3490ba8,3c058043
3490bac,24a5fc88
3490bb0,c1061d6
3490bb4,2002025
3490bb8,3c028043
3490bbc,8c42fa0c
3490bc0,18400036
3490bc4,3c028043
3490bc8,8825
3490bcc,2442f73c
3490bd0,409825
3490bd4,3c028040
3490bd8,244222e6
3490bdc,40a025
3490be0,3c028047
3490be4,24428b00
3490be8,409025
3490bec,3c028043
3490bf0,2442fc88
3490bf4,40f025
3490bf8,3c028043
3490bfc,40a825
3490c00,2a22000c
3490c04,38420001
3490c08,511021
3490c0c,21840
3490c10,621821
3490c14,31900
3490c18,731821
3490c1c,90630000
3490c20,741821
3490c24,90630000
3490c28,10600006
3490c2c,21840
3490c30,621821
3490c34,31900
3490c38,24630028
3490c3c,10000005
3490c40,2631821
3490c44,621821
3490c48,31900
3490c4c,24630024
3490c50,2631821
3490c54,602025
3490c58,24630004
3490c5c,240500ff
3490c60,90820000
3490c64,10450006
3490c68,521021
3490c6c,90420000
3490c70,1440073a
3490c74,24840001
3490c78,5464fffa
3490c7c,90820000
3490c80,26310001
3490c84,26c2000d
3490c88,40b025
3490c8c,8ea2fa0c
3490c90,222102a
3490c94,1440ffdb
3490c98,2a22000c
3490c9c,2407000a
3490ca0,24060010
3490ca4,3c058043
3490ca8,24a5fcc8
3490cac,c1061d6
3490cb0,2002025
3490cb4,3c028043
3490cb8,8c42fa0c
3490cbc,1840009d
3490cc0,3c028043
3490cc4,8825
3490cc8,2442f73c
3490ccc,afa2007c
3490cd0,3c028040
3490cd4,244222e6
3490cd8,40f025
3490cdc,3c028047
3490ce0,24428b00
3490ce4,40a025
3490ce8,3c028043
3490cec,afa20088
3490cf0,2a24000c
3490cf4,38840001
3490cf8,912021
3490cfc,41040
3490d00,441021
3490d04,21100
3490d08,8fa3007c
3490d0c,431021
3490d10,90420000
3490d14,5e1021
3490d18,90420000
3490d1c,10400006
3490d20,41040
3490d24,441021
3490d28,21100
3490d2c,24420028
3490d30,10000006
3490d34,621021
3490d38,441021
3490d3c,21100
3490d40,24420024
3490d44,8fa3007c
3490d48,621021
3490d4c,40a825
3490d50,24430004
3490d54,609825
3490d58,240500ff
3490d5c,90430000
3490d60,5065006c
3490d64,26310001
3490d68,741821
3490d6c,90630000
3490d70,146006ee
3490d74,24420001
3490d78,5662fff9
3490d7c,90430000
3490d80,10000064
3490d84,26310001
3490d88,92a60000
3490d8c,240200ff
3490d90,10c2005f
3490d94,8fa20084
3490d98,90420000
3490d9c,5e1021
3490da0,90480000
3490da4,d41021
3490da8,90490000
3490dac,8fa20088
3490db0,244714bc
3490db4,81840
3490db8,682021
3490dbc,42040
3490dc0,62840
3490dc4,a61021
3490dc8,21080
3490dcc,822021
3490dd0,e42021
3490dd4,90820002
3490dd8,21600
3490ddc,90840004
3490de0,42200
3490de4,441025
3490de8,681821
3490dec,31840
3490df0,a62821
3490df4,52880
3490df8,651821
3490dfc,e31821
3490e00,90630003
3490e04,31c00
3490e08,431025
3490e0c,344200ff
3490e10,8e030008
3490e14,24640008
3490e18,ae040008
3490e1c,3c04fa00
3490e20,ac640000
3490e24,ac620004
3490e28,2d22000a
3490e2c,14400011
3490e30,1209025
3490e34,3c06cccc
3490e38,34c6cccd
3490e3c,1260019
3490e40,3010
3490e44,2402000b
3490e48,afa20018
3490e4c,24020006
3490e50,afa20014
3490e54,8fa20080
3490e58,afa20010
3490e5c,26c7fffa
3490e60,630c2
3490e64,3c058043
3490e68,24a5fcc8
3490e6c,c106421
3490e70,2002025
3490e74,3c02cccc
3490e78,3442cccd
3490e7c,2420019
3490e80,1010
3490e84,210c2
3490e88,21880
3490e8c,621021
3490e90,21040
3490e94,2423023
3490e98,30c600ff
3490e9c,54c00679
3490ea0,2402000b
3490ea4,24070001
3490ea8,2406002f
3490eac,3c128043
3490eb0,2645fcc8
3490eb4,c1061d6
3490eb8,2002025
3490ebc,2402000b
3490ec0,afa20018
3490ec4,24020006
3490ec8,afa20014
3490ecc,8fa20080
3490ed0,afa20010
3490ed4,2c03825
3490ed8,3025
3490edc,2645fcc8
3490ee0,c106421
3490ee4,2002025
3490ee8,2407000a
3490eec,24060010
3490ef0,2645fcc8
3490ef4,c1061d6
3490ef8,2002025
3490efc,26a20001
3490f00,40a825
3490f04,26c3000f
3490f08,1453ff9f
3490f0c,60b025
3490f10,26310001
3490f14,8fa20078
3490f18,2442000d
3490f1c,afa20078
3490f20,3c028043
3490f24,8c42fa0c
3490f28,222102a
3490f2c,5440ff71
3490f30,2a24000c
3490f34,8e020008
3490f38,24430008
3490f3c,ae030008
3490f40,3c03fa00
3490f44,ac430000
3490f48,2403ffff
3490f4c,1000062a
3490f50,ac430004
3490f54,10600103
3490f58,24060055
3490f5c,3c028043
3490f60,9442fccc
3490f64,23840
3490f68,e23821
3490f6c,738c0
3490f70,e23823
3490f74,24e70002
3490f78,24020140
3490f7c,471023
3490f80,22fc2
3490f84,a22821
3490f88,52843
3490f8c,24b10001
3490f90,2209025
3490f94,24020045
3490f98,afa20010
3490f9c,c10393f
3490fa0,2002025
3490fa4,8e020008
3490fa8,24430008
3490fac,ae030008
3490fb0,3c03fa00
3490fb4,ac430000
3490fb8,2403ffff
3490fbc,c10a4a0
3490fc0,ac430004
3490fc4,504000d0
3490fc8,3c028043
3490fcc,3c028043
3490fd0,8c45a07c
3490fd4,2442a07c
3490fd8,8c440004
3490fdc,8c430008
3490fe0,8c42000c
3490fe4,afa50068
3490fe8,afa4006c
3490fec,afa30070
3490ff0,afa20074
3490ff4,24070056
3490ff8,2203025
3490ffc,27a50068
3491000,c109a6e
3491004,2002025
3491008,3c028045
349100c,9042e1b8
3491010,24030001
3491014,10430014
3491018,24030002
349101c,5043002a
3491020,3c028043
3491024,5440003f
3491028,3c028043
349102c,3c028043
3491030,8c44a0ac
3491034,2442a0ac
3491038,8c430004
349103c,8c420008
3491040,afa40038
3491044,afa3003c
3491048,afa20040
349104c,24070067
3491050,2203025
3491054,27a50038
3491058,c109a6e
349105c,2002025
3491060,1000003f
3491064,3c028043
3491068,3c028043
349106c,2442a0d0
3491070,27a30038
3491074,24440010
3491078,8c480000
349107c,8c470004
3491080,8c460008
3491084,8c45000c
3491088,ac680000
349108c,ac670004
3491090,ac660008
3491094,ac65000c
3491098,24420010
349109c,1444fff6
34910a0,24630010
34910a4,90420000
34910a8,a0620000
34910ac,24070067
34910b0,2403025
34910b4,27a50038
34910b8,c109a6e
34910bc,2002025
34910c0,10000027
34910c4,3c028043
34910c8,2442a08c
34910cc,27a30038
34910d0,24440010
34910d4,8c480000
34910d8,8c470004
34910dc,8c460008
34910e0,8c45000c
34910e4,ac680000
34910e8,ac670004
34910ec,ac660008
34910f0,ac65000c
34910f4,24420010
34910f8,1444fff6
34910fc,24630010
3491100,94420000
3491104,a4620000
3491108,24070067
349110c,2403025
3491110,27a50038
3491114,c109a6e
3491118,2002025
349111c,10000010
3491120,3c028043
3491124,8c44a0a0
3491128,2442a0a0
349112c,8c430004
3491130,afa40038
3491134,afa3003c
3491138,94430008
349113c,a7a30040
3491140,9042000a
3491144,a3a20042
3491148,24070067
349114c,2203025
3491150,27a50038
3491154,c109a6e
3491158,2002025
349115c,3c028043
3491160,2442a0b8
3491164,27a30050
3491168,24440010
349116c,8c480000
3491170,8c470004
3491174,8c460008
3491178,8c45000c
349117c,ac680000
3491180,ac670004
3491184,ac660008
3491188,ac65000c
349118c,24420010
3491190,1444fff6
3491194,24630010
3491198,8c440000
349119c,8c420004
34911a0,ac640000
34911a4,ac620004
34911a8,3c118045
34911ac,2631e23c
34911b0,27a30050
34911b4,27a70068
34911b8,2202825
34911bc,90a20000
34911c0,2c4600a0
34911c4,14c00004
34911c8,22102
34911cc,24840037
34911d0,10000005
34911d4,a0640000
34911d8,50800004
34911dc,3042000f
34911e0,24840030
34911e4,a0640000
34911e8,3042000f
34911ec,2c44000a
34911f0,14800004
34911f8,24420037
34911fc,10000005
3491200,a0620001
3491204,50400004
3491208,24630003
349120c,24420030
3491210,a0620001
3491214,24630003
3491218,1467ffe8
349121c,24a50001
3491220,24070078
3491224,2403025
3491228,27a50050
349122c,c109a6e
3491230,2002025
3491234,3c028043
3491238,2442a0b8
349123c,27a30038
3491240,24440010
3491244,8c480000
3491248,8c470004
349124c,8c460008
3491250,8c45000c
3491254,ac680000
3491258,ac670004
349125c,ac660008
3491260,ac65000c
3491264,24420010
3491268,1444fff6
349126c,24630010
3491270,8c440000
3491274,8c420004
3491278,ac640000
349127c,ac620004
3491280,27a30038
3491284,27a60050
3491288,92220008
349128c,2c4500a0
3491290,14a00004
3491294,22102
3491298,24840037
349129c,10000005
34912a0,a0640018
34912a4,50800004
34912a8,3042000f
34912ac,24840030
34912b0,a0640018
34912b4,3042000f
34912b8,2c44000a
34912bc,14800004
34912c4,24420037
34912c8,10000005
34912cc,a0620019
34912d0,50400004
34912d4,24630003
34912d8,24420030
34912dc,a0620019
34912e0,24630003
34912e4,1466ffe8
34912e8,26310001
34912ec,24070089
34912f0,2403025
34912f4,27a50038
34912f8,c109a6e
34912fc,2002025
3491300,1000053e
3491304,3c028045
3491308,2442a068
349130c,27a30038
3491310,24440010
3491314,8c480000
3491318,8c470004
349131c,8c460008
3491320,8c45000c
3491324,ac680000
3491328,ac670004
349132c,ac660008
3491330,ac65000c
3491334,24420010
3491338,1444fff6
349133c,24630010
3491340,8c420000
3491344,ac620000
3491348,24070056
349134c,2403025
3491350,27a50038
3491354,c109a6e
3491358,2002025
349135c,10000527
3491360,3c028045
3491364,30430400
3491368,5060017b
349136c,30420100
3491370,3c028045
3491374,24030001
3491378,ac43e15c
349137c,3c028040
3491380,8c4222c8
3491384,1040000e
3491388,b825
349138c,3c028040
3491390,8c4222d0
3491394,5040000c
3491398,24020001
349139c,3c028011
34913a0,3442a5d0
34913a4,94420f2e
34913a8,30430001
34913ac,60b825
34913b0,21042
34913b4,30420001
34913b8,10000005
34913bc,afa20078
34913c0,10000003
34913c4,afa00078
34913c8,40b825
34913cc,afa20078
34913d0,3c028043
34913d4,9442fccc
34913d8,23840
34913dc,e23821
34913e0,73880
34913e4,e23823
34913e8,73840
34913ec,3c038040
34913f0,9063226a
34913f4,10600004
34913f8,24e70013
34913fc,21880
3491400,621021
3491404,e23821
3491408,24020140
349140c,471023
3491410,21fc2
3491414,621021
3491418,22843
349141c,a0a825
3491420,24a20001
3491424,409825
3491428,2402009a
349142c,afa20010
3491430,2406002b
3491434,c10393f
3491438,2002025
349143c,3c058043
3491440,24a5fcf8
3491444,94a70008
3491448,3025
349144c,c1061d6
3491450,2002025
3491454,3c118043
3491458,2631f6b8
349145c,2402005f
3491460,402825
3491464,3c028043
3491468,2442fcf8
349146c,40a025
3491470,92220001
3491474,21600
3491478,92230003
349147c,31a00
3491480,431025
3491484,92230002
3491488,31c00
349148c,431025
3491490,344200ff
3491494,8e030008
3491498,24640008
349149c,ae040008
34914a0,3c04fa00
34914a4,ac640000
34914a8,ac620004
34914ac,24020010
34914b0,afa20018
34914b4,afa20014
34914b8,a09025
34914bc,afa50010
34914c0,2603825
34914c4,92260000
34914c8,2802825
34914cc,c106421
34914d0,2002025
34914d4,26310004
34914d8,26420011
34914dc,240300c5
34914e0,1443ffe3
34914e4,402825
34914e8,8e020008
34914ec,24430008
34914f0,ae030008
34914f4,3c03fa00
34914f8,ac430000
34914fc,2403ffff
3491500,ac430004
3491504,3c058043
3491508,24a5fd08
349150c,94a70008
3491510,3025
3491514,c1061d6
3491518,2002025
349151c,2402002c
3491520,401825
3491524,8825
3491528,3c028043
349152c,2442fd08
3491530,40a025
3491534,24020010
3491538,afa20018
349153c,afa20014
3491540,609025
3491544,afa30010
3491548,2603825
349154c,2203025
3491550,2802825
3491554,c106421
3491558,2002025
349155c,26310001
3491560,26420011
3491564,401825
3491568,24020003
349156c,5622fff2
3491570,24020010
3491574,26a20012
3491578,40a825
349157c,3c028040
3491580,9042226a
3491584,5040008e
3491588,27a20020
349158c,3c028043
3491590,2442f358
3491594,40a025
3491598,3c028040
349159c,2442226b
34915a0,409025
34915a4,2402002d
34915a8,409825
34915ac,8825
34915b0,3c028040
34915b4,40f025
34915b8,3c038043
34915bc,afa3007c
34915c0,3c028040
34915c4,244222d8
34915c8,40b025
34915cc,2462f73c
34915d0,afa20080
34915d4,8fc222cc
34915d8,24030001
34915dc,10430005
34915e0,24030002
34915e4,5043001a
34915e8,24020003
34915ec,1000002b
34915f0,92440000
34915f4,92850000
34915f8,8fa2007c
34915fc,2442f73c
3491600,24460180
3491604,90430000
3491608,762021
349160c,80840000
3491610,5485000b
3491614,24420030
3491618,3c028011
349161c,3442a5d0
3491620,431021
3491624,904200a8
3491628,21042
349162c,30420001
3491630,5440001a
3491634,92440000
3491638,10000051
349163c,26310001
3491640,5446fff1
3491644,90430000
3491648,10000014
349164c,92440000
3491650,12220011
3491654,2a230003
3491658,38630001
349165c,2231823
3491660,31040
3491664,431021
3491668,21100
349166c,8fa30080
3491670,431021
3491674,90430000
3491678,3c028011
349167c,3442a5d0
3491680,431021
3491684,904200a8
3491688,21042
349168c,30420001
3491690,5040003b
3491694,26310001
3491698,92440000
349169c,3c02574f
34916a0,24424f4f
34916a4,afa20038
34916a8,2c820064
34916ac,10400481
34916b0,a3a0003c
34916b4,24020020
34916b8,a3a20038
34916bc,2c82000a
34916c0,50400006
34916c4,24020057
34916c8,24020020
34916cc,a3a20039
34916d0,24020057
34916d4,10000017
34916d8,a3a2003a
34916dc,a3a20039
34916e0,3c0351eb
34916e4,3463851f
34916e8,830019
34916ec,1810
34916f0,31942
34916f4,31040
34916f8,431021
34916fc,210c0
3491700,431021
3491704,21080
3491708,821023
349170c,304200ff
3491710,2c43000a
3491714,14600007
3491718,3c03cccc
349171c,3463cccd
3491720,430019
3491724,1010
3491728,210c2
349172c,24420030
3491730,a3a2003a
3491734,3c03cccc
3491738,3463cccd
349173c,830019
3491740,1810
3491744,318c2
3491748,31080
349174c,431021
3491750,21040
3491754,821023
3491758,304200ff
349175c,10400003
3491760,2603825
3491764,24420030
3491768,a3a2003b
349176c,2a03025
3491770,27a50038
3491774,c109a6e
3491778,2002025
349177c,26310001
3491780,26620011
3491784,409825
3491788,26820001
349178c,40a025
3491790,26420001
3491794,409025
3491798,24020009
349179c,5622ff8e
34917a0,8fc222cc
34917a4,3c028043
34917a8,9443fccc
34917ac,31080
34917b0,431021
34917b4,2a21021
34917b8,40a825
34917bc,27a20020
34917c0,409025
34917c4,8825
34917c8,3c028040
34917cc,409825
34917d0,3c028040
34917d4,2442226b
34917d8,40a025
34917dc,3c028040
34917e0,2442230c
34917e4,40b025
34917e8,3c028043
34917ec,2442f364
34917f0,40f025
34917f4,3c028043
34917f8,afa2007c
34917fc,2a220003
3491800,10400005
3491804,8fa20078
3491808,54400006
349180c,8e6222cc
3491810,1000045d
3491814,26310001
3491818,52e0004a
349181c,26310001
3491820,8e6222cc
3491824,24030001
3491828,10430005
349182c,24030002
3491830,5043001f
3491834,24020003
3491838,10000031
349183c,2911021
3491840,8fa2007c
3491844,2442f358
3491848,511021
349184c,90460000
3491850,3c028043
3491854,2442f73c
3491858,24470180
349185c,3c058040
3491860,24a522d8
3491864,90430000
3491868,652021
349186c,80840000
3491870,5486000b
3491874,24420030
3491878,3c028011
349187c,3442a5d0
3491880,431021
3491884,904200a8
3491888,21042
349188c,30420001
3491890,5440001b
3491894,2911021
3491898,1000002a
349189c,26310001
34918a0,54e2fff1
34918a4,90430000
34918a8,10000015
34918ac,2911021
34918b0,12220012
34918b4,2a230003
34918b8,38630001
34918bc,2231823
34918c0,31040
34918c4,431021
34918c8,21100
34918cc,3c038043
34918d0,2463f73c
34918d4,431021
34918d8,90430000
34918dc,3c028011
34918e0,3442a5d0
34918e4,431021
34918e8,904200a8
34918ec,21042
34918f0,30420001
34918f4,50400013
34918f8,26310001
34918fc,2911021
3491900,90420000
3491904,a2420001
3491908,2d11021
349190c,90420000
3491910,a2420002
3491914,113900
3491918,f13821
349191c,22840
3491920,a22821
3491924,528c0
3491928,a22823
349192c,24e7002d
3491930,2a03025
3491934,3c52821
3491938,c109a6e
349193c,2002025
3491940,26310001
3491944,24020009
3491948,122203ab
349194c,26420002
3491950,1000ffaa
3491954,409025
3491958,50400211
349195c,3c028045
3491960,24020001
3491964,3c038045
3491968,ac62e15c
349196c,3c038040
3491970,906379b8
3491974,50620006
3491978,2402000a
349197c,10600007
3491980,24020009
3491984,409825
3491988,10000006
349198c,2403000f
3491990,409825
3491994,10000003
3491998,2403000f
349199c,409825
34919a0,2403000c
34919a4,3c028043
34919a8,9442fccc
34919ac,430018
34919b0,3812
34919b4,3c038040
34919b8,90632267
34919bc,1060000d
34919c0,24e70014
34919c4,210c0
34919c8,24420020
34919cc,e23821
34919d0,3c028040
34919d4,904222e7
34919d8,2102b
34919dc,2621821
34919e0,3c028040
34919e4,904222ef
34919e8,2c420001
34919ec,621021
34919f0,409825
34919f4,131100
34919f8,26630001
34919fc,431021
3491a00,24030140
3491a04,671823
3491a08,32fc2
3491a0c,a32821
3491a10,52843
3491a14,240300f0
3491a18,621823
3491a1c,327c2
3491a20,831821
3491a24,38843
3491a28,afb10078
3491a2c,24a30001
3491a30,60a025
3491a34,afa20010
3491a38,2203025
3491a3c,c10393f
3491a40,2002025
3491a44,8e020008
3491a48,24430008
3491a4c,ae030008
3491a50,3c03fa00
3491a54,ac430000
3491a58,2403ffff
3491a5c,ac430004
3491a60,26220002
3491a64,40b025
3491a68,409025
3491a6c,2025
3491a70,3c028043
3491a74,2442f73c
3491a78,40a825
3491a7c,c103989
3491a80,808825
3491a84,21840
3491a88,622821
3491a8c,52900
3491a90,24a50003
3491a94,2403825
3491a98,2803025
3491a9c,2a52821
3491aa0,c109a6e
3491aa4,2002025
3491aa8,26220001
3491aac,402025
3491ab0,26430011
3491ab4,1662fff1
3491ab8,609025
3491abc,3c028040
3491ac0,904479b8
3491ac4,24030001
3491ac8,14830002
3491acc,24020008
3491ad0,2402000b
3491ad4,3c038043
3491ad8,9463fccc
3491adc,620018
3491ae0,1012
3491ae4,24420001
3491ae8,541021
3491aec,40a825
3491af0,24070001
3491af4,24060011
3491af8,3c058043
3491afc,24a5fcd8
3491b00,c1061d6
3491b04,2002025
3491b08,2c09825
3491b0c,9025
3491b10,3c028043
3491b14,2442f73c
3491b18,40a025
3491b1c,3c028011
3491b20,3442a5d0
3491b24,40b825
3491b28,3c024f28
3491b2c,24424f29
3491b30,10000002
3491b34,40f025
3491b38,409025
3491b3c,c103989
3491b40,2402025
3491b44,21840
3491b48,621821
3491b4c,31900
3491b50,741821
3491b54,80630001
3491b58,4610029
3491b5c,21840
3491b60,621021
3491b64,21100
3491b68,541021
3491b6c,90440000
3491b70,2e41021
3491b74,804300bc
3491b78,410c0
3491b7c,441023
3491b80,21080
3491b84,2e21021
3491b88,804200e5
3491b8c,afbe0038
3491b90,1860000b
3491b94,a3a0003c
3491b98,602025
3491b9c,2863000a
3491ba0,50600001
3491ba4,24040009
3491ba8,41e00
3491bac,31e03
3491bb0,4620001
3491bb4,2025
3491bb8,24840030
3491bbc,a3a40038
3491bc0,1840000a
3491bc4,401825
3491bc8,2842000a
3491bcc,50400001
3491bd0,24030009
3491bd4,31600
3491bd8,21603
3491bdc,4420001
3491be0,1825
3491be4,24630030
3491be8,a3a3003a
3491bec,2603825
3491bf0,2a03025
3491bf4,27a50038
3491bf8,c109a6e
3491bfc,2002025
3491c00,26420001
3491c04,26640011
3491c08,1632ffcb
3491c0c,809825
3491c10,3c028043
3491c14,9442fccc
3491c18,21080
3491c1c,24420001
3491c20,551021
3491c24,40f025
3491c28,24070001
3491c2c,2406000e
3491c30,3c058043
3491c34,24a5fcd8
3491c38,c1061d6
3491c3c,2002025
3491c40,8fa20078
3491c44,24420001
3491c48,40a825
3491c4c,409825
3491c50,9025
3491c54,3c028043
3491c58,2442f73c
3491c5c,40a025
3491c60,3c028011
3491c64,3442a5d0
3491c68,40b825
3491c6c,3c028043
3491c70,2442fcd8
3491c74,10000002
3491c78,afa20078
3491c7c,409025
3491c80,c103989
3491c84,2402025
3491c88,21840
3491c8c,621821
3491c90,31900
3491c94,741821
3491c98,90640000
3491c9c,2403000d
3491ca0,50830001
3491ca4,2404000a
3491ca8,21840
3491cac,621021
3491cb0,21100
3491cb4,541021
3491cb8,90420001
3491cbc,30420040
3491cc0,50400010
3491cc4,26420001
3491cc8,2e42021
3491ccc,908200a8
3491cd0,30420001
3491cd4,5040000b
3491cd8,26420001
3491cdc,24020010
3491ce0,afa20018
3491ce4,afa20014
3491ce8,afb30010
3491cec,3c03825
3491cf0,3025
3491cf4,8fa50078
3491cf8,c106421
3491cfc,2002025
3491d00,26420001
3491d04,26640011
3491d08,1632ffdc
3491d0c,809825
3491d10,24070001
3491d14,2406000a
3491d18,3c058043
3491d1c,24a5fcd8
3491d20,c1061d6
3491d24,2002025
3491d28,2a09825
3491d2c,9025
3491d30,3c028043
3491d34,2442f73c
3491d38,40a025
3491d3c,3c028011
3491d40,3442a5d0
3491d44,40b825
3491d48,3c028043
3491d4c,2442fcd8
3491d50,10000002
3491d54,afa20078
3491d58,409025
3491d5c,c103989
3491d60,2402025
3491d64,21840
3491d68,621021
3491d6c,21100
3491d70,541021
3491d74,90420001
3491d78,30420020
3491d7c,50400010
3491d80,26420001
3491d84,8ee200a4
3491d88,3c030040
3491d8c,431024
3491d90,5040000b
3491d94,26420001
3491d98,24020010
3491d9c,afa20018
3491da0,afa20014
3491da4,afb30010
3491da8,3c03825
3491dac,3025
3491db0,8fa50078
3491db4,c106421
3491db8,2002025
3491dbc,26420001
3491dc0,26640011
3491dc4,1632ffe4
3491dc8,809825
3491dcc,3c028040
3491dd0,90422267
3491dd4,50400289
3491dd8,3c028045
3491ddc,27c20011
3491de0,afa20078
3491de4,24070001
3491de8,24060001
3491dec,3c058043
3491df0,24a5fc88
3491df4,c1061d6
3491df8,2002025
3491dfc,9825
3491e00,3c028043
3491e04,2442f73c
3491e08,40a025
3491e0c,3c028040
3491e10,244222e6
3491e14,40b825
3491e18,3c028047
3491e1c,24428b00
3491e20,409025
3491e24,3c028043
3491e28,2442fc88
3491e2c,10000002
3491e30,afa2007c
3491e34,409825
3491e38,c103989
3491e3c,2602025
3491e40,21840
3491e44,621821
3491e48,31900
3491e4c,741821
3491e50,90630000
3491e54,771821
3491e58,90630000
3491e5c,10600006
3491e60,21840
3491e64,621821
3491e68,31900
3491e6c,24630028
3491e70,10000005
3491e74,2831821
3491e78,621821
3491e7c,31900
3491e80,24630024
3491e84,2831821
3491e88,602025
3491e8c,24630004
3491e90,90820000
3491e94,240500ff
3491e98,10450006
3491e9c,521021
3491ea0,90420000
3491ea4,144002c4
3491ea8,24840001
3491eac,5464fffa
3491eb0,90820000
3491eb4,26620001
